9876,149,10
46,148,10
614,131,10
6520,127,10
2138,117,10
6414,105,10
6392,104,10
9155,95,10
9567,580,9
9848,579,9
5166,383,9
5895,347,9
9415,339,9
9025,254,9
9812,237,9
3129,209,9
6638,185,9
2727,181,9
8696,179,9
6084,176,9
8373,170,9
1299,168,9
10075,165,9
6629,160,9
6914,147,9
6749,140,9
3687,137,9
6111,130,9
10475,127,9
9091,118,9
5901,107,9
908,106,9
7653,105,9
1274,102,9
2959,96,9
7927,88,9
59,83,9
8985,81,9
7194,80,9
4020,76,9
3293,71,9
27,53,9
10120,47,9
10313,679,8
9681,662,8
1991,619,8
10397,587,8
8814,579,8
9271,468,8
4630,424,8
5425,374,8
7940,350,8
406,332,8
10222,308,8
1591,301,8
10294,297,8
7015,271,8
4069,267,8
10599,258,8
7887,235,8
284,231,8
7753,219,8
3504,219,8
6847,219,8
2774,203,8
2683,198,8
6777,196,8
9342,195,8
9227,193,8
4655,191,8
6297,191,8
2132,183,8
9217,176,8
6533,166,8
3506,153,8
8654,151,8
9338,148,8
3086,142,8
3249,141,8
9479,137,8
1116,137,8
10116,125,8
7198,112,8
920,100,8
6030,95,8
2291,85,8
4930,67,8
6670,67,8
10073,59,8
3679,33,8
9851,1763,7
9745,1011,7
9747,880,7
10543,866,7
9676,752,7
10208,688,7
10165,507,7
7961,451,7
3649,439,7
9130,434,7
10181,425,7
8929,369,7
9846,366,7
9005,279,7
2842,239,7
7885,239,7
5828,236,7
10054,217,7
389,213,7
9442,210,7
2012,207,7
6931,193,7
7150,182,7
5639,175,7
3404,170,7
6242,170,7
4665,158,7
6340,157,7
9553,154,7
9206,153,7
3508,151,7
1298,149,7
6007,147,7
8801,147,7
6267,143,7
9261,141,7
10182,141,7
6181,133,7
9332,132,7
7965,129,7
6710,121,7
2724,120,7
10546,117,7
8704,112,7
7168,109,7
9047,109,7
9111,104,7
10728,104,7
10525,102,7
758,101,7
8223,97,7
8982,95,7
6716,94,7
2400,94,7
9260,93,7
414,91,7
29,91,7
7699,89,7
5549,88,7
5893,87,7
5068,83,7
286,81,7
4064,81,7
2348,81,7
10039,81,7
5731,80,7
413,80,7
5902,79,7
6836,76,7
5674,74,7
9958,70,7
7425,67,7
10386,66,7
7782,64,7
7394,46,7
10563,42,7
10426,39,7
10645,30,7
7821,485,6
4313,483,6
9955,454,6
7059,404,6
6571,397,6
8459,365,6
9929,336,6
5055,324,6
9421,281,6
9533,279,6
4422,266,6
8682,263,6
10293,257,6
3888,252,6
8452,246,6
9053,233,6
3473,230,6
893,222,6
6489,219,6
10216,207,6
8283,204,6
2389,204,6
8991,199,6
10198,196,6
8104,191,6
10188,186,6
10447,184,6
3369,182,6
7053,179,6
1335,176,6
6305,173,6
10257,166,6
10150,165,6
9849,157,6
717,154,6
7542,153,6
490,153,6
10328,151,6
8193,151,6
4734,148,6
6794,148,6
3485,144,6
6302,140,6
8051,128,6
8174,127,6
8807,123,6
9675,123,6
90,119,6
5806,119,6
2892,118,6
4176,114,6
7027,113,6
65,112,6
4343,112,6
3558,109,6
5365,108,6
3949,108,6
7749,102,6
6545,96,6
6329,95,6
3098,94,6
8852,90,6
17,88,6
10076,85,6
10515,83,6
6037,82,6
4941,79,6
10118,77,6
8898,75,6
237,75,6
8979,69,6
10736,69,6
1226,68,6
7609,67,6
93,66,6
5059,58,6
2797,52,6
6447,48,6
2135,44,6
10383,42,6
1564,41,6
3291,40,6
420,35,6
4618,25,6
10701,709,5
8245,705,5
9852,496,5
6822,491,5
9869,450,5
9255,418,5
9744,411,5
9977,411,5
9221,396,5
7858,366,5
9471,297,5
7527,235,5
8151,226,5
551,222,5
6509,221,5
8742,220,5
5253,210,5
9007,205,5
3152,203,5
5232,203,5
9126,202,5
7137,199,5
8941,199,5
7533,195,5
99,195,5
7333,180,5
3411,176,5
334,175,5
9262,170,5
8708,169,5
5216,166,5
6221,162,5
2493,160,5
2761,154,5
5285,153,5
3898,147,5
9205,141,5
4136,140,5
1361,140,5
6328,139,5
8395,136,5
4342,133,5
901,132,5
7877,131,5
2596,131,5
1145,129,5
10444,127,5
9388,125,5
3971,125,5
7091,121,5
5568,119,5
5389,118,5
43,118,5
8838,117,5
10710,115,5
9535,115,5
668,114,5
8175,112,5
6156,111,5
6421,109,5
5007,109,5
8358,109,5
5478,109,5
946,104,5
6385,103,5
3111,100,5
7432,100,5
10031,100,5
5886,98,5
10555,97,5
6412,97,5
7767,95,5
9791,94,5
6035,93,5
2767,92,5
6349,91,5
8567,90,5
9772,88,5
6956,88,5
8916,87,5
5826,87,5
4530,86,5
3652,86,5
2124,82,5
1581,80,5
6327,78,5
8427,75,5
10664,75,5
3594,75,5
3956,74,5
8983,73,5
5343,72,5
5473,72,5
9586,71,5
3308,68,5
7551,68,5
6261,68,5
3149,67,5
5982,65,5
8798,65,5
271,65,5
5777,62,5
6266,61,5
9626,60,5
9051,60,5
2705,58,5
7144,58,5
4899,58,5
8282,56,5
10565,56,5
1056,56,5
3593,54,5
6442,54,5
6303,54,5
4615,48,5
3289,48,5
5855,48,5
2363,46,5
1541,46,5
10413,43,5
331,42,5
9953,42,5
10192,40,5
5808,37,5
4250,37,5
1785,36,5
10418,36,5
3992,32,5
4404,30,5
857,29,5
6679,26,5
9204,25,5
9361,935,4
9200,842,4
9842,792,4
9448,617,4
9566,611,4
8317,610,4
10155,610,4
10524,489,4
9928,440,4
9153,432,4
6869,432,4
9615,407,4
10217,374,4
10291,333,4
8924,307,4
10052,292,4
9545,292,4
8490,272,4
9488,261,4
9371,257,4
2553,251,4
7777,229,4
4995,228,4
7306,223,4
3642,220,4
8188,214,4
8619,199,4
8824,198,4
6538,197,4
1793,196,4
9139,193,4
7589,192,4
6664,189,4
89,179,4
8124,176,4
8850,174,4
10037,171,4
10046,170,4
9029,169,4
7543,168,4
10278,166,4
906,162,4
5148,160,4
2200,160,4
8210,160,4
10303,158,4
4972,158,4
9184,153,4
8889,153,4
1892,152,4
2300,152,4
4622,148,4
6223,148,4
9473,147,4
8629,145,4
9590,144,4
9801,143,4
8518,138,4
7889,138,4
8400,135,4
4636,131,4
12,131,4
6588,130,4
2409,129,4
6508,128,4
4722,124,4
10321,124,4
3723,123,4
10221,123,4
1,123,4
4891,122,4
3409,119,4
1210,118,4
4340,117,4
10025,116,4
9197,113,4
5554,112,4
10339,111,4
5385,109,4
10261,108,4
8938,106,4
7314,104,4
10721,101,4
6936,98,4
9152,96,4
8936,96,4
10128,95,4
10212,95,4
1821,92,4
5118,91,4
5730,91,4
7540,91,4
8844,90,4
7566,89,4
10005,89,4
1003,88,4
7069,86,4
8884,85,4
3894,85,4
10619,84,4
10358,80,4
9039,80,4
5813,79,4
9814,78,4
342,77,4
3646,76,4
7334,74,4
7322,74,4
10406,72,4
7323,72,4
5213,71,4
8406,71,4
8624,71,4
9106,70,4
3772,70,4
1523,69,4
3131,68,4
1569,67,4
10541,66,4
6296,66,4
6451,65,4
789,65,4
1903,64,4
8302,64,4
2168,60,4
2214,59,4
2591,59,4
9413,56,4
8108,56,4
9490,56,4
9582,53,4
10072,53,4
4403,52,4
6017,51,4
8080,51,4
10236,50,4
5409,49,4
189,49,4
9476,48,4
9957,47,4
10683,47,4
6829,46,4
8219,46,4
3259,46,4
2327,44,4
4950,44,4
7893,44,4
7739,43,4
2571,41,4
1861,40,4
2162,38,4
6173,38,4
6780,37,4
545,35,4
6102,34,4
4946,34,4
1510,33,4
8987,33,4
1672,31,4
2014,30,4
1990,29,4
7983,29,4
6636,28,4
2701,28,4
919,26,4
6577,26,4
4691,25,4
45,23,4
6551,18,4
8846,846,3
9735,777,3
9743,674,3
8082,632,3
5259,539,3
9310,534,3
9903,493,3
9558,446,3
4315,397,3
475,379,3
9102,375,3
260,361,3
10123,349,3
9272,339,3
9568,328,3
8266,322,3
8416,296,3
5746,282,3
5710,279,3
8770,277,3
4413,273,3
8574,270,3
6687,269,3
5772,269,3
2346,267,3
1843,261,3
9556,257,3
364,250,3
6404,239,3
7736,226,3
3171,225,3
7369,225,3
8521,216,3
7719,208,3
5355,207,3
5756,200,3
4796,200,3
8436,199,3
7162,191,3
10153,191,3
10567,191,3
7843,188,3
9946,185,3
9646,185,3
1012,183,3
7567,179,3
10145,175,3
10091,172,3
9148,168,3
8510,167,3
7972,167,3
5308,167,3
9094,163,3
8241,159,3
7511,158,3
9004,158,3
637,156,3
6868,153,3
749,152,3
7862,152,3
9239,151,3
1465,149,3
6962,149,3
9472,147,3
3865,145,3
9591,143,3
10606,142,3
7386,142,3
7141,141,3
7726,141,3
2521,141,3
9293,140,3
1842,137,3
2449,135,3
3643,134,3
6180,134,3
9679,132,3
1159,131,3
2961,128,3
2504,127,3
5839,127,3
10422,126,3
8403,126,3
8797,126,3
4227,125,3
10017,123,3
6604,122,3
156,121,3
9969,121,3
2390,121,3
6127,120,3
6691,120,3
10347,119,3
1696,118,3
4820,118,3
9544,116,3
9991,115,3
7139,114,3
6697,113,3
5749,111,3
5294,111,3
2748,110,3
5108,110,3
6307,109,3
5643,109,3
76,109,3
10152,108,3
1230,108,3
8473,106,3
7918,106,3
8785,105,3
233,104,3
8901,101,3
7042,99,3
8589,98,3
5819,97,3
4505,96,3
4006,94,3
7045,94,3
8281,92,3
4807,91,3
9458,91,3
9455,89,3
3540,88,3
3545,88,3
7280,88,3
7017,87,3
2559,87,3
9808,87,3
3066,87,3
94,86,3
123,85,3
4854,85,3
403,84,3
7569,82,3
10602,81,3
1814,80,3
13,80,3
22,80,3
9751,79,3
2715,78,3
2857,76,3
8270,76,3
5770,74,3
5544,74,3
1427,74,3
5990,73,3
5326,72,3
1418,72,3
2888,71,3
4800,70,3
8663,70,3
6809,69,3
7247,69,3
7291,69,3
10464,69,3
9149,68,3
7530,68,3
8163,67,3
5807,67,3
2626,67,3
4112,65,3
7341,64,3
10421,64,3
10194,64,3
10099,63,3
2708,62,3
4885,60,3
4067,59,3
6416,59,3
4566,59,3
4834,59,3
10093,58,3
7203,57,3
3489,56,3
200,56,3
8338,55,3
3892,55,3
9931,55,3
7798,55,3
7890,54,3
8389,54,3
3877,54,3
6561,54,3
8291,53,3
2517,53,3
8646,52,3
10078,52,3
3602,50,3
1902,50,3
5966,50,3
10554,50,3
3760,49,3
68,49,3
7326,48,3
8212,48,3
3734,48,3
7986,47,3
4339,47,3
9429,47,3
832,45,3
69,45,3
3272,45,3
6981,44,3
10694,44,3
4644,44,3
5357,44,3
6009,43,3
10655,43,3
1239,43,3
467,42,3
8451,42,3
6898,42,3
5373,41,3
4797,41,3
8446,41,3
4488,40,3
19,39,3
483,39,3
6512,39,3
10143,39,3
4031,39,3
8399,38,3
4531,38,3
2316,38,3
4083,38,3
6429,38,3
6311,37,3
4395,37,3
3770,37,3
6411,36,3
5505,35,3
10283,35,3
6060,33,3
1177,33,3
4312,33,3
8106,33,3
4788,32,3
3844,32,3
5552,32,3
9548,31,3
3897,30,3
6211,28,3
10642,28,3
10571,27,3
9641,27,3
10741,26,3
4704,26,3
8354,25,3
170,25,3
10472,24,3
10151,23,3
4592,22,3
1617,21,3
5011,19,3
874,19,3
5390,18,3
3882,18,3
7861,17,3
6554,17,3
5318,17,3
10649,16,3
8600,14,3
7050,13,3
10144,12,3
590,12,3
5430,9,3
4500,7,3
9521,3,3
8933,1127,2
9340,969,2
9484,862,2
9912,776,2
8304,756,2
9673,614,2
4314,479,2
10322,397,2
8127,364,2
2285,358,2
5481,316,2
2243,310,2
9754,293,2
6858,283,2
7908,283,2
5119,271,2
6163,268,2
9422,261,2
9573,261,2
5913,256,2
9411,253,2
2391,242,2
5737,238,2
9436,236,2
10521,234,2
8228,223,2
7348,223,2
5540,223,2
8820,218,2
8246,216,2
7598,215,2
9486,213,2
7943,213,2
10229,210,2
8111,203,2
803,201,2
7587,196,2
10001,192,2
9863,192,2
7077,187,2
8380,187,2
6360,184,2
7535,182,2
9703,180,2
7023,178,2
6086,177,2
9620,176,2
6704,173,2
10691,172,2
10335,167,2
1300,166,2
9906,165,2
2725,163,2
9843,161,2
7643,158,2
3417,156,2
1620,156,2
6179,155,2
110,154,2
6750,150,2
1101,150,2
5857,148,2
5581,148,2
7002,147,2
10656,146,2
9326,145,2
1736,144,2
9032,144,2
6988,142,2
9359,141,2
7086,141,2
9028,141,2
9872,140,2
8514,138,2
2826,134,2
6709,133,2
8233,131,2
8196,131,2
3280,129,2
7637,129,2
4281,127,2
10146,126,2
7981,125,2
7239,123,2
3819,122,2
8435,121,2
8711,121,2
8975,121,2
7525,120,2
7061,120,2
2387,120,2
5264,119,2
3984,118,2
10617,115,2
7177,114,2
8539,112,2
9446,112,2
9492,112,2
53,111,2
8642,109,2
9647,108,2
6801,108,2
8734,107,2
5225,107,2
2868,106,2
8402,105,2
858,105,2
6458,104,2
1739,104,2
10638,104,2
6070,103,2
7560,102,2
8460,101,2
9097,100,2
5227,99,2
5922,99,2
1737,99,2
5600,98,2
8841,98,2
4996,96,2
3715,96,2
3297,95,2
3850,95,2
7254,95,2
9811,95,2
8940,95,2
9059,94,2
1161,94,2
1566,94,2
8733,92,2
5711,92,2
9930,92,2
5832,90,2
10700,88,2
10470,88,2
8417,87,2
3803,87,2
3893,87,2
9474,87,2
5426,85,2
4760,84,2
5745,84,2
10509,83,2
3591,82,2
8621,82,2
2921,82,2
6026,81,2
10446,81,2
10351,80,2
10605,80,2
1057,80,2
4833,79,2
7763,79,2
6911,78,2
2319,78,2
6823,76,2
3275,75,2
4320,74,2
3340,74,2
4311,74,2
9467,73,2
2030,72,2
9757,72,2
109,72,2
7793,72,2
2900,71,2
2078,71,2
3470,71,2
2253,70,2
3746,70,2
2282,70,2
9428,70,2
9392,68,2
1135,68,2
6625,68,2
5201,68,2
6784,67,2
6553,67,2
2468,67,2
5906,66,2
2946,66,2
7916,66,2
4727,65,2
8689,65,2
1390,64,2
1466,64,2
7403,62,2
8353,61,2
1655,61,2
10623,60,2
1073,58,2
1895,57,2
4571,57,2
161,57,2
6213,57,2
26,55,2
7789,55,2
8858,55,2
5844,55,2
7191,54,2
10423,54,2
1503,54,2
5134,54,2
7145,54,2
294,53,2
9080,53,2
2306,53,2
6912,52,2
2844,52,2
10531,52,2
7883,52,2
10045,51,2
8848,51,2
4658,51,2
9519,50,2
6718,50,2
7651,49,2
8817,49,2
3399,48,2
1494,48,2
9551,48,2
5646,46,2
5697,45,2
3139,44,2
299,44,2
786,44,2
61,44,2
2015,44,2
666,44,2
7034,44,2
2872,43,2
1025,43,2
3009,43,2
488,43,2
5463,43,2
6471,42,2
1178,41,2
1139,40,2
3601,40,2
98,40,2
4693,40,2
3487,39,2
802,38,2
1786,38,2
7593,38,2
5254,38,2
5006,38,2
931,37,2
1369,37,2
6158,37,2
8211,36,2
2290,36,2
7669,35,2
7092,35,2
8293,35,2
5548,34,2
10719,34,2
5433,34,2
2052,33,2
2160,33,2
2007,33,2
1132,32,2
8068,32,2
402,32,2
7728,32,2
8305,31,2
10203,31,2
2016,31,2
3032,31,2
5894,31,2
10074,30,2
9055,30,2
6979,30,2
9366,29,2
3999,29,2
3217,29,2
6105,29,2
559,29,2
2886,28,2
8723,28,2
5167,28,2
3356,28,2
3301,28,2
9935,28,2
5500,28,2
8102,28,2
7995,27,2
10370,27,2
8906,27,2
3972,27,2
6014,26,2
249,26,2
7667,26,2
6905,26,2
7670,25,2
227,24,2
8945,24,2
5219,24,2
9643,23,2
251,22,2
3688,21,2
6573,21,2
6042,21,2
7349,21,2
394,21,2
8225,21,2
10566,21,2
8075,21,2
5546,20,2
10482,20,2
8248,19,2
4836,19,2
8508,19,2
3394,19,2
3493,18,2
8052,18,2
349,18,2
7504,18,2
9096,17,2
1225,17,2
3347,16,2
8618,16,2
3185,16,2
1277,16,2
8472,16,2
7841,15,2
7712,15,2
5284,15,2
9495,15,2
10338,15,2
10526,14,2
2104,14,2
1521,14,2
3048,14,2
6596,13,2
2978,13,2
3453,12,2
1176,12,2
446,12,2
10110,12,2
9011,10,2
5987,10,2
10332,9,2
6650,9,2
10583,8,2
5623,8,2
7401,7,2
4139,7,2
2380,7,2
8864,6,2
7751,6,2
1504,5,2
2024,5,2
8809,5,2
7330,5,2
8883,4,2
9337,4,2
10175,4,2
3447,3,2
7259,3,2
7497,2,2
1900,2,2
9888,930,1
9655,736,1
7319,703,1
8440,674,1
9600,622,1
8538,585,1
8453,464,1
9559,439,1
5102,436,1
7848,383,1
9199,379,1
4862,371,1
3906,357,1
8952,354,1
9333,333,1
10997,327,1
5410,318,1
9306,314,1
7248,313,1
7868,305,1
5218,305,1
10096,301,1
3273,293,1
3456,282,1
9346,267,1
10026,259,1
5560,259,1
3121,257,1
5900,257,1
8278,256,1
8529,243,1
4084,239,1
8504,234,1
2583,221,1
7766,219,1
10019,218,1
8470,217,1
7056,214,1
7000,213,1
9639,212,1
7163,208,1
696,205,1
9891,204,1
8712,201,1
9401,197,1
6236,192,1
7406,190,1
8493,190,1
10927,189,1
2298,187,1
7277,185,1
5124,185,1
4482,185,1
7671,184,1
9170,183,1
5460,182,1
8471,181,1
6398,180,1
9020,179,1
9617,174,1
10796,173,1
8511,173,1
7435,169,1
8794,169,1
5511,168,1
8735,167,1
9412,165,1
7615,163,1
7088,160,1
10369,160,1
2647,157,1
8522,156,1
2810,154,1
9773,154,1
7303,154,1
3382,153,1
6932,152,1
7976,150,1
3294,150,1
5065,148,1
10142,148,1
6318,147,1
7644,147,1
9210,147,1
10269,145,1
8411,144,1
8764,143,1
1539,143,1
2848,142,1
4550,141,1
8201,141,1
5713,139,1
636,138,1
3403,130,1
6016,130,1
7129,130,1
4169,128,1
7329,128,1
7268,125,1
7917,125,1
8553,124,1
33,124,1
10276,123,1
6298,123,1
8861,123,1
702,122,1
7999,121,1
3483,121,1
6998,121,1
6736,120,1
6114,119,1
9146,119,1
8463,118,1
9187,117,1
5840,116,1
5877,116,1
92,115,1
3609,112,1
5310,112,1
5812,111,1
8366,111,1
2867,110,1
8709,110,1
9160,109,1
7610,108,1
1796,108,1
7289,107,1
2037,107,1
5569,106,1
4231,106,1
8951,105,1
4263,105,1
9524,103,1
10095,103,1
9132,103,1
7822,102,1
9539,102,1
9500,102,1
6950,102,1
8875,100,1
6096,100,1
5884,99,1
2594,99,1
6715,99,1
6585,98,1
5657,98,1
9792,96,1
2795,96,1
10103,96,1
10732,95,1
9002,95,1
9383,95,1
7528,94,1
6606,94,1
1909,92,1
3743,92,1
7257,91,1
7752,91,1
444,91,1
5420,91,1
5994,90,1
5606,90,1
5380,90,1
1076,89,1
2943,89,1
7199,89,1
7806,87,1
4140,87,1
4007,86,1
6271,86,1
5244,86,1
8345,86,1
2011,85,1
9216,85,1
25,85,1
8643,84,1
4144,84,1
10431,83,1
10493,83,1
10687,83,1
7493,82,1
4161,82,1
10435,82,1
7250,82,1
3373,81,1
2813,81,1
3172,81,1
5831,80,1
5678,80,1
7486,79,1
4709,79,1
6671,79,1
8454,79,1
9753,78,1
2818,78,1
3491,77,1
5406,77,1
3188,77,1
8237,77,1
1106,77,1
10850,77,1
4461,76,1
8209,75,1
881,75,1
7638,74,1
5125,73,1
7909,73,1
955,72,1
1915,72,1
9298,72,1
4397,72,1
2210,71,1
2140,71,1
7642,71,1
1182,71,1
11078,70,1
240,70,1
9118,70,1
1942,70,1
8412,70,1
5322,70,1
6460,68,1
6175,68,1
8444,67,1
5470,67,1
8728,67,1
8702,67,1
103,67,1
5588,66,1
5436,66,1
6403,65,1
8352,65,1
4904,65,1
9672,65,1
5719,65,1
6969,65,1
8462,65,1
7286,64,1
10247,64,1
5288,64,1
8812,64,1
6106,64,1
8036,64,1
5682,64,1
3860,64,1
6468,64,1
4319,63,1
3195,63,1
880,63,1
8216,63,1
1817,63,1
1619,63,1
1259,62,1
4662,62,1
231,61,1
5599,61,1
3636,61,1
225,61,1
5383,61,1
1026,61,1
8129,61,1
9864,60,1
6272,60,1
4966,60,1
7016,59,1
8217,59,1
3887,59,1
5487,58,1
9803,58,1
7112,58,1
9705,58,1
10254,58,1
5803,58,1
5104,58,1
5988,57,1
6402,57,1
10007,57,1
6117,57,1
7892,57,1
11124,57,1
8495,56,1
10255,56,1
3566,56,1
6964,56,1
8016,55,1
2589,55,1
10388,55,1
4528,55,1
5220,55,1
1986,55,1
9923,55,1
1086,55,1
3296,55,1
6980,55,1
5314,55,1
5064,55,1
10844,54,1
7891,54,1
6819,54,1
8515,54,1
10287,54,1
2384,54,1
8023,54,1
6178,54,1
10424,53,1
933,53,1
2438,53,1
5541,53,1
7634,52,1
324,52,1
2685,52,1
75,52,1
2891,52,1
7502,52,1
4806,51,1
1778,51,1
5454,51,1
1072,51,1
7574,51,1
4877,51,1
7266,51,1
10817,50,1
6282,50,1
4265,50,1
3983,50,1
3964,50,1
6623,50,1
10727,50,1
10469,50,1
184,50,1
10991,50,1
4260,50,1
8290,50,1
11071,50,1
5072,50,1
6790,49,1
4651,49,1
7769,49,1
1183,49,1
6109,49,1
2628,49,1
63,48,1
8693,48,1
4954,48,1
755,48,1
1869,48,1
11016,48,1
2811,47,1
7044,47,1
6633,47,1
4552,47,1
8617,46,1
3115,46,1
52,46,1
7126,46,1
6475,46,1
8813,46,1
8135,46,1
4010,46,1
7117,46,1
9168,45,1
10552,45,1
5422,45,1
6854,45,1
3528,45,1
9164,45,1
6031,45,1
3690,45,1
3660,45,1
9907,44,1
2820,44,1
732,44,1
700,44,1
230,44,1
7080,44,1
5001,44,1
2063,43,1
20,43,1
108,43,1
3194,43,1
2238,42,1
1567,42,1
8588,42,1
8594,42,1
3769,42,1
1549,42,1
7662,42,1
1911,42,1
4506,42,1
10560,41,1
2414,41,1
1430,41,1
10468,41,1
2462,41,1
212,41,1
646,40,1
1967,40,1
8900,40,1
4430,40,1
4028,40,1
3227,40,1
4495,40,1
6333,40,1
2191,40,1
1352,40,1
7956,39,1
3433,39,1
5093,39,1
7607,38,1
6793,38,1
7004,38,1
6840,38,1
1813,38,1
5790,38,1
1975,38,1
8688,37,1
7832,37,1
5642,37,1
2320,37,1
283,37,1
3043,37,1
1442,37,1
6828,36,1
3346,36,1
489,36,1
884,36,1
2376,35,1
4434,35,1
7558,35,1
5542,35,1
5488,35,1
6960,35,1
1579,35,1
599,35,1
10520,35,1
1111,35,1
5607,35,1
8327,34,1
1832,34,1
5485,34,1
21,34,1
3484,34,1
7073,34,1
9012,34,1
104,34,1
7060,34,1
2989,34,1
7036,34,1
7211,34,1
3309,34,1
3648,34,1
7694,33,1
6038,33,1
1945,33,1
3521,33,1
2548,33,1
2996,33,1
10466,33,1
4439,32,1
818,32,1
7582,32,1
9781,32,1
7376,32,1
4690,32,1
5925,32,1
2369,32,1
6738,32,1
363,32,1
903,31,1
7233,31,1
9552,31,1
6621,31,1
5334,31,1
10170,31,1
1514,30,1
1334,30,1
8441,30,1
7071,30,1
11029,30,1
7391,30,1
9793,30,1
3899,30,1
3016,30,1
4453,30,1
8705,30,1
6723,30,1
11007,30,1
8984,30,1
4989,30,1
3260,30,1
3962,30,1
9854,29,1
1562,29,1
10573,29,1
1136,29,1
5663,29,1
3393,29,1
7693,28,1
1543,28,1
5543,28,1
9282,28,1
3730,28,1
1228,28,1
4364,28,1
6099,28,1
2729,28,1
3777,28,1
10549,27,1
72,27,1
9093,27,1
310,27,1
3552,27,1
7437,27,1
2926,27,1
569,26,1
10168,26,1
54,26,1
1671,26,1
5088,26,1
10302,26,1
2605,26,1
2448,25,1
5226,25,1
10888,25,1
10575,25,1
3626,25,1
6792,25,1
5859,25,1
9235,25,1
2009,25,1
4951,24,1
1760,24,1
4179,24,1
8392,24,1
7417,24,1
8000,24,1
589,24,1
2503,24,1
5856,24,1
10533,24,1
10393,24,1
3747,23,1
6393,23,1
328,23,1
5,23,1
833,23,1
6325,23,1
8244,23,1
9832,23,1
1666,23,1
10502,23,1
677,23,1
221,23,1
3267,23,1
7851,23,1
4753,22,1
1721,22,1
5223,22,1
3090,22,1
10613,22,1
6278,22,1
1471,22,1
5658,22,1
3183,22,1
10740,21,1
5670,21,1
8198,21,1
5979,21,1
5116,21,1
548,21,1
6500,21,1
8772,21,1
7236,21,1
925,21,1
1665,21,1
6600,21,1
6334,21,1
7387,20,1
1185,20,1
3944,20,1
801,20,1
345,20,1
6675,20,1
10071,20,1
10647,20,1
2662,20,1
3849,20,1
8773,20,1
10641,20,1
5271,20,1
8697,20,1
4230,20,1
4344,19,1
4238,19,1
2755,19,1
2659,19,1
2373,19,1
5915,19,1
8107,19,1
2216,19,1
31,18,1
9569,18,1
6761,18,1
7094,18,1
576,18,1
10355,18,1
3640,18,1
2540,18,1
6495,17,1
519,17,1
4702,17,1
8793,17,1
3959,17,1
5278,17,1
5451,17,1
1834,17,1
1008,17,1
4844,17,1
4213,17,1
6532,17,1
330,17,1
713,17,1
10695,17,1
5910,16,1
613,16,1
5685,16,1
445,16,1
3271,16,1
242,16,1
6308,16,1
3392,16,1
7686,16,1
9520,15,1
3034,15,1
5048,15,1
10696,15,1
10618,15,1
8482,15,1
10544,15,1
9254,15,1
2466,15,1
6993,15,1
4101,15,1
7640,15,1
6268,15,1
2228,15,1
2903,14,1
690,14,1
651,14,1
7100,14,1
10049,14,1
7351,14,1
1487,14,1
2330,14,1
6586,14,1
8878,14,1
263,13,1
8551,13,1
5053,13,1
6215,13,1
5394,13,1
8239,13,1
4440,13,1
4125,13,1
3680,13,1
9795,13,1
10856,12,1
8232,12,1
8355,12,1
2905,12,1
6557,12,1
280,12,1
3952,12,1
10689,12,1
10227,12,1
639,12,1
2911,12,1
4318,12,1
176,12,1
7308,12,1
9457,11,1
6645,11,1
7914,11,1
1674,11,1
