4023,0
4020,5
5988,1
5982,3
10894,0
342,2
3995,0
3885,0
4687,5
6153,2
6156,2
6157,0
6794,2
4737,0
4734,2
2319,1
2315,0
10969,0
5857,1
294,2
3681,0
6726,0
3772,3
3774,0
6724,0
4655,2
271,3
4657,4
274,0
4658,2
7889,1
7888,0
7883,2
7885,1
7887,2
7886,3
9524,0
10701,0
9255,1
10704,0
109,1
7862,1
103,1
7868,0
2517,3
5826,3
6767,0
9411,0
9412,0
9413,3
9414,0
9415,1
10639,0
10638,1
10142,0
10145,1
10146,1
8042,0
10386,5
9328,0
9329,0
9632,0
9326,1
10388,1
8941,1
8940,1
8942,0
7269,0
7268,0
8948,0
7266,1
3515,0
6204,0
2688,0
2685,1
5108,1
10165,1
2683,2
7511,1
6809,2
6806,0
2631,0
6801,1
9744,1
9745,0
9747,0
10567,1
10565,4
9743,0
90,2
93,4
92,0
94,2
10093,2
10092,4
10091,1
3204,2
10097,5
10096,0
10095,0
10099,2
5189,0
8838,2
8837,3
8831,0
8832,2
2867,0
2868,1
551,1
9227,2
5055,1
7674,0
7671,0
3349,3
7078,1
3340,1
7077,0
5454,1
1756,0
8163,2
1174,0
8167,0
8166,0
8164,3
5538,0
8764,0
8767,0
8766,0
7181,0
7182,0
7186,0
8389,2
1226,4
8503,0
8380,0
8548,0
8017,2
8016,1
8541,1
8011,1
8542,2
6571,1
7453,2
7451,2
6578,0
4380,0
8493,0
406,1
8490,1
403,2
8496,0
8495,1
8494,0
7699,4
409,0
5994,0
5990,2
5106,0
7526,0
7527,1
7525,1
7528,0
374,1
11103,0
6140,0
6146,2
6148,0
3593,4
6784,1
2300,1
4727,1
2306,2
5844,2
5842,0
5840,0
3746,1
3203,0
3743,0
4621,0
4622,1
240,1
4629,4
9049,0
7491,0
9539,0
9538,0
9536,3
9535,2
9533,1
7853,0
7856,0
7858,1
171,0
4530,3
4820,1
7980,0
7981,1
9401,0
7984,0
6362,0
9409,0
10623,1
10627,1
10152,1
10153,1
10150,2
10406,2
10155,0
10409,3
9338,2
10392,0
10397,1
9623,0
3229,0
9620,1
9626,4
8595,0
10710,2
6819,1
6815,0
9757,1
9754,0
9753,1
9751,2
1969,0
7322,2
7323,2
7329,0
8848,2
8841,1
8844,2
8846,0
3354,0
7663,0
7665,0
7069,2
5447,0
7061,1
1769,0
8571,0
6005,0
6962,1
6964,1
1145,2
8624,3
8627,0
8621,1
8151,1
696,0
8711,1
8712,0
7198,3
8715,0
7191,2
7194,5
6402,1
6403,1
8538,0
8539,1
8023,1
8026,0
6407,0
7445,0
17,3
11023,0
7449,0
6561,2
11028,0
5554,2
414,3
7685,0
2264,0
7681,0
413,4
1383,0
3326,0
3582,0
8444,1
8440,0
7568,0
7569,2
8448,0
4281,1
10334,0
4288,0
10335,1
7535,0
7534,0
364,1
7536,0
7530,2
7533,1
10700,1
6178,1
6179,1
389,1
6175,1
6779,0
4752,0
6777,2
6770,1
5877,0
5875,0
7591,0
9969,1
10188,1
9483,0
4630,1
4636,1
4635,0
4634,0
2200,1
2202,0
2207,0
6688,0
6687,0
9500,0
9505,4
6272,1
7848,0
5049,1
7847,0
160,2
161,2
7843,1
6354,0
4528,1
4833,1
3687,3
4834,2
1843,1
9438,4
9436,0
7999,0
9435,0
9340,0
9617,0
9342,2
9615,0
9346,0
9611,0
5294,1
5290,0
9187,0
9184,1
10369,0
5059,5
6998,0
5057,0
10361,0
5052,0
1814,2
1817,1
7203,2
6223,1
6220,0
6221,1
6072,0
10509,1
9769,0
9293,1
7334,2
7333,1
9298,1
8858,2
803,0
8852,3
8850,1
2848,0
2844,2
2842,1
10217,0
10216,1
5473,3
5470,1
10212,2
5478,2
5276,0
7059,1
10181,1
5272,0
10182,2
7053,1
7056,0
1778,1
8149,0
1159,1
9892,0
8140,0
8142,0
8145,0
8632,0
5803,1
5511,0
59,5
9639,0
1558,2
53,1
8702,1
8707,0
8704,3
8709,0
8708,1
8036,1
8030,0
1909,0
8038,6
10026,0
8529,0
5606,0
5600,1
5602,0
9991,1
8522,0
8521,1
8527,0
3296,1
10025,2
423,0
1390,1
3812,0
3819,1
1420,0
8454,1
8453,0
8452,1
8450,1
8459,1
6421,2
7548,0
3512,0
7540,2
7542,2
7543,1
6168,0
6163,0
6164,0
4743,2
10997,0
6763,0
6762,0
9977,1
4388,0
9979,0
225,1
6451,3
2210,1
2214,3
2219,0
6209,0
6691,1
6697,1
5721,0
6902,2
2438,1
156,1
6340,2
6349,2
5608,0
9428,1
6185,0
6184,0
6181,2
6180,1
9421,1
2506,0
9423,0
9422,0
2727,2
5288,1
9603,2
2724,3
9357,0
2722,0
9355,0
9606,0
9609,0
9359,1
10173,0
5285,1
5287,7
7946,0
7940,1
9197,2
7943,0
9199,0
7239,1
3042,0
99,1
8990,0
8991,1
4996,1
4995,1
9511,0
6234,0
6236,0
6230,0
6232,0
10564,1
9778,0
10512,0
9773,0
10515,3
7303,0
7306,1
7307,0
7304,0
8861,0
1942,1
10247,1
2859,0
1991,1
1621,0
2857,2
10206,1
5460,0
5462,4
6404,1
7043,3
7042,1
1995,0
7049,0
10208,0
10209,0
10194,2
5264,1
5262,3
10198,1
1628,0
6988,1
6983,0
6980,1
3654,0
8989,0
8736,2
8734,1
8735,0
8733,1
1012,1
8041,0
8514,1
8515,1
1230,1
8510,1
8511,0
8518,1
305,0
8285,0
5674,4
8283,1
8281,1
5678,1
4357,4
6509,1
6508,1
3803,1
8462,1
8463,0
8460,1
8464,0
8193,2
8196,1
8197,0
7551,3
7556,0
4176,2
6759,0
6750,1
6751,0
5819,1
9946,1
5812,0
5813,2
6894,0
10354,2
10749,0
