1491,1
1272,1
3435,1
1590,1
1024,1
1500,1
1159,2
5298,3
5793,1
4248,2
3345,1
5590,1
1291,2
5591,1
3905,2
1805,3
4692,4
2226,5
1730,6
562,7
4747,8
5929,9
4857,10
6129,10
5720,10
2301,1
838,2
6170,3
5096,4
3935,1
3548,1
5321,1
5891,1
3547,2
3544,1
5320,1
4830,1
5199,2
2925,1
1704,1
928,1
5520,2
1753,3
869,1
2769,2
3927,3
1201,4
712,5
1396,6
1490,1
4268,2
5142,1
5467,1
658,1
4485,1
1776,2
3692,1
4369,2
3279,3
5633,1
5240,1
5856,1
432,1
913,1
4287,1
968,1
2206,2
4374,1
3488,1
3007,2
3350,3
4881,4
4068,1
4195,1
2368,2
997,1
2629,2
5204,3
1399,4
2830,5
5611,1
1105,2
316,3
2948,4
1160,1
539,2
3417,1
4611,1
2003,1
2742,2
4503,3
3334,4
1886,1
4011,1
6074,1
4375,1
2508,2
1074,1
1676,1
1835,2
5818,1
5506,1
3668,2
3414,1
1890,2
5041,3
2695,1
829,2
5867,3
5868,4
5519,1
4470,2
2753,3
2756,1
4471,2
2898,3
3800,4
2169,1
1447,1
354,2
4049,3
2775,1
4564,1
2116,1
620,1
2904,2
5954,1
5859,2
488,3
87,1
6244,1
1504,1
227,1
2721,2
168,1
2550,1
4298,1
1744,1
5357,1
5480,1
1078,2
4106,3
3233,1
3940,1
918,1
926,2
934,1
5201,1
4641,1
1859,1
694,2
3440,3
3103,4
1389,5
1100,6
685,1
4536,1
4707,1
4539,1
1795,2
2481,3
2033,4
277,5
1030,6
752,1
4728,2
282,1
798,1
5172,1
4678,2
177,1
6342,1
2271,2
4959,1
2763,1
1092,2
361,3
578,1
5681,1
686,1
6123,2
3437,1
5473,1
2193,1
1393,2
3673,1
5138,1
6228,1
151,1
3359,2
835,3
6260,1
2737,1
22,2
2213,1
5171,1
2892,2
2566,3
2551,1
5316,2
1236,1
783,1
3593,1
3728,2
6107,1
119,2
935,1
2147,1
3920,2
1775,1
2625,2
5280,3
2235,4
1364,5
2977,6
5711,1
3678,2
533,3
4430,4
112,5
5817,6
2067,7
3599,1
2306,1
52,1
3892,1
5339,1
2860,1
958,2
3030,3
3051,1
647,1
365,1
3603,1
2760,2
440,3
3507,4
1410,5
3033,6
5483,7
2357,8
745,1
1733,2
5084,3
3854,4
4608,5
3120,6
1627,1
1933,1
3560,2
5953,1
4293,2
5345,1
1837,2
2237,3
3344,4
5097,1
4625,1
392,1
599,1
117,2
3904,1
3923,2
991,3
312,4
4914,5
3694,6
1014,7
2418,8
6243,9
5517,10
5601,1
3236,2
1099,3
3189,4
4269,1
5069,1
3407,2
1907,1
4823,1
5703,2
2354,1
5741,1
3451,2
3332,1
827,2
6147,3
689,4
4029,5
602,1
1195,2
5714,3
2297,4
3137,5
3405,6
5755,7
4086,1
2713,1
6310,1
5364,1
5121,1
2909,1
4000,1
5120,2
155,3
4311,1
1903,2
5055,1
2493,2
4796,3
5554,1
1101,2
4313,1
374,1
5918,2
5082,1
4420,2
2490,1
3325,2
2840,3
747,4
3492,1
4547,2
333,3
1877,1
6130,2
3493,3
2937,1
4670,2
1475,3
6316,1
4569,1
1252,2
2429,1
856,2
2889,3
3250,1
1987,1
3148,1
1488,2
1551,1
4184,1
536,1
1180,2
912,3
322,1
821,1
382,1
1245,2
381,1
4314,1
1591,2
373,1
633,2
2586,1
1548,1
1685,1
1618,1
597,2
5797,3
1536,4
412,5
4543,6
5042,7
2413,1
719,1
3381,2
2788,3
3696,4
723,5
1747,6
5928,7
1609,1
4166,2
5593,3
1542,4
3039,5
2578,6
1022,7
5542,8
3240,9
2657,10
3479,10
1018,10
5210,10
2792,10
5492,10
459,1
4176,2
1281,3
716,4
3037,5
1935,6
3698,1
1015,2
1746,3
4451,4
1608,5
916,1
5491,2
2839,3
2728,4
485,1
3632,2
6120,3
4766,1
397,1
909,1
771,2
2614,1
811,1
4896,1
5967,1
4491,1
3187,1
128,1
129,2
130,1
6095,2
1341,1
461,2
5735,1
1224,2
4159,3
4674,1
898,1
4610,2
4938,1
3745,2
4156,3
4971,4
5833,1
1989,2
5007,1
4318,1
2290,1
1663,1
5779,1
1767,1
2622,1
5398,2
5371,3
2017,4
2246,5
5651,6
3209,1
1378,1
5589,2
1701,1
662,2
1910,3
1529,4
6284,1
944,2
305,1
2305,1
3494,1
3140,1
4130,2
4842,3
1448,4
5040,1
1363,1
3245,1
718,2
4301,1
4270,2
5438,3
2980,1
3067,1
2619,1
1752,1
5039,2
2932,1
2930,2
5656,1
5796,1
888,2
5044,1
4180,1
3755,2
3450,1
5319,1
1083,2
2335,3
596,4
4414,5
5324,6
1067,7
4101,8
3527,9
4868,10
5922,10
4558,10
176,10
5165,10
5164,10
4653,10
4850,10
560,1
2477,1
3636,2
4225,3
2343,4
1431,5
2914,1
558,2
1540,3
4423,4
4953,5
2106,6
6061,1
3208,2
870,1
819,1
820,2
5716,3
2098,4
5283,1
2744,2
728,3
139,1
3985,1
4328,1
1728,2
4513,3
1689,4
915,5
528,6
3429,1
5080,2
2610,3
948,1
5641,1
2993,1
2016,1
4998,2
4387,1
4386,2
4385,3
1530,1
5462,1
2517,1
611,1
563,1
848,2
727,1
720,2
4584,3
847,1
1021,2
6142,3
5688,4
544,5
5513,6
1017,7
4398,1
2428,1
1545,2
2906,3
715,4
2818,5
1607,6
1745,7
1016,8
1912,9
2790,10
1282,1
159,1
2543,1
2075,1
4245,1
2522,2
5510,1
3842,1
5365,1
295,1
3008,1
5522,1
4668,2
4308,1
1622,2
1754,3
836,4
5369,1
1801,1
2676,2
5152,1
2957,2
4501,3
550,4
3704,5
6177,1
2187,1
1135,2
2626,1
5318,1
1223,2
1480,1
2699,2
1667,1
1688,2
3348,3
1157,1
2018,2
4647,3
3072,1
5502,2
5026,1
4174,1
5266,2
6192,3
5764,1
3099,2
2117,3
6296,1
707,1
6102,1
3392,1
5901,1
2345,1
2743,1
3495,2
3814,3
4743,1
5560,1
3930,2
1616,1
4517,2
5943,3
955,1
1532,2
1696,1
4487,2
5708,3
3549,4
4634,5
5939,1
2434,1
2181,1
4060,1
2346,2
1659,1
3306,1
5882,2
1913,1
414,1
4459,1
1287,1
1288,2
27,1
1893,1
646,2
2851,1
572,1
5024,1
2047,1
4947,2
335,3
2751,4
1276,5
3309,6
3995,7
5547,1
5478,1
4658,1
433,1
3818,1
190,1
3941,1
225,1
2396,1
2828,2
3697,3
797,1
4773,2
1243,1
4428,1
5081,2
1927,3
4153,1
5368,2
4865,3
453,1
5034,1
4012,1
3502,1
5197,2
1943,1
2296,1
6357,1
2480,1
5076,1
1090,1
2905,2
1690,1
4189,1
4188,2
932,1
420,1
2620,2
4001,3
3677,1
469,1
2541,1
5187,1
1651,1
5140,1
1975,1
808,1
3223,2
6171,3
464,1
5186,1
639,1
2105,1
3272,1
1509,1
2066,1
1454,1
4563,2
1958,3
1161,1
5920,1
3749,1
691,1
4777,1
4776,1
4794,1
3463,2
921,1
4297,2
411,3
6079,4
4793,5
4566,1
4077,1
2767,2
4780,1
325,2
5323,1
1087,1
1211,2
324,3
3354,4
2118,5
1446,6
351,7
1895,8
4779,9
4665,1
2827,2
4616,3
5994,1
3868,2
4695,3
1687,4
2520,1
2770,2
2219,3
2302,4
5322,5
2030,6
1013,7
2069,1
713,2
4636,3
2605,4
751,1
1373,2
5958,1
1523,2
4038,1
4557,2
2659,1
2976,2
3181,3
5159,1
1349,2
787,3
3251,4
4727,5
1873,6
2747,7
4221,8
2758,9
1653,1
4085,1
3117,1
1633,1
1857,1
465,1
471,1
1194,2
3108,1
4196,2
598,3
1941,4
3478,5
6101,6
1461,1
730,1
4900,1
1415,2
6172,1
5498,1
3027,1
561,2
3861,3
2339,4
3311,1
897,1
3899,1
3116,1
538,1
5853,1
2172,1
2344,1
4041,2
1328,3
4402,4
6215,5
1865,6
1882,7
6255,1
1110,1
3423,1
4863,2
687,3
1874,1
4378,1
4873,2
3167,1
1405,2
4278,1
5421,1
5418,1
3823,1
4346,1
775,1
1546,2
850,3
4302,4
3302,5
724,6
3532,7
1748,8
5993,9
4277,10
924,10
163,10
2230,1
628,2
