1,1602
2,5
3,361
4,26
5,849
6,21
7,331
8,650
9,2169
10,41
11,174
12,1433
13,744
14,87
15,2409
16,28
17,158
18,563
19,321
20,394
21,484
22,646
23,6
24,1
25,4469
26,694
27,383
28,49
29,926
30,243
31,149
32,106
33,2330
35,28
36,1873
37,681
38,280
39,59
40,3
41,561
42,408
43,1574
44,13
45,205
46,1243
47,143
48,403
49,901
50,1
51,367
52,616
53,1521
54,286
55,605
56,8
57,229
58,542
59,897
60,5
61,874
62,673
63,646
64,188
65,1158
66,1
67,334
68,529
69,526
71,3
72,256
73,897
74,75
75,364
76,1078
77,1235
78,409
79,367
80,195
81,53
85,45
86,328
87,26
88,802
89,2366
90,1255
91,15
92,2038
93,620
94,1002
95,9
96,21
98,304
99,1902
100,28
101,65
102,5
103,420
104,122
105,9
106,1
107,20
108,220
109,446
110,3337
111,25
112,43
123,565
124,96
125,1
126,1
130,1
131,5
132,8
134,189
135,30
138,44
139,1
142,9
143,2
144,35
146,119
148,4
149,15
150,49
152,398
153,10
155,10
156,2566
157,71
158,3
159,10
160,3293
161,693
163,8
164,103
165,3
166,1
167,10
168,3
169,302
170,343
171,677
172,54
173,19
174,1
176,134
180,48
182,3
184,404
185,11
186,7
189,466
192,128
193,3
194,24
196,206
197,2
199,374
200,352
201,2
204,26
207,30
208,317
209,45
210,298
212,368
213,24
214,74
215,29
216,46
217,557
218,114
220,34
221,193
222,213
223,5
224,539
225,569
226,1
227,203
228,41
230,981
231,693
233,1403
234,199
235,6
236,5
237,650
238,112
239,2
240,4102
241,8
242,215
243,1474
244,71
245,1357
246,393
247,834
249,186
251,248
252,1
253,3
254,2
255,1
256,1
257,84
258,7
259,30
260,1920
262,49
263,113
264,107
265,54
266,85
267,1021
269,153
270,4
271,1335
272,453
273,102
274,350
277,132
278,7
279,148
280,22
281,355
283,921
284,2006
285,2
286,1550
287,6
288,1434
289,201
291,147
292,56
293,192
294,52
296,2945
297,81
298,77
299,666
300,539
301,33
302,6
303,2
304,1
305,1582
306,40
307,7
308,4
309,80
310,847
313,3
314,20
316,1
317,124
320,14
321,34
323,3
324,389
328,535
329,1
330,315
331,1634
332,2
334,1811
335,36
336,1
337,32
338,6
340,1
342,520
343,74
345,234
346,662
347,12
348,1848
349,102
350,55
351,180
352,726
354,5
355,3
356,110
357,17
358,35
359,1
360,160
361,4
363,470
364,4200
365,18
367,4
368,519
370,2
371,843
374,9424
375,3
376,62
379,1
383,27
384,133
385,6
386,38
387,44
388,32
389,1490
391,10
392,186
393,92
394,44
396,52
397,1
398,1
399,163
402,418
403,1721
404,951
405,455
406,4198
407,61
408,100
409,557
410,48
411,15
413,498
414,401
415,17
416,23
417,11
418,7
419,1568
420,224
421,249
422,1
423,395
424,1
427,7
430,7
431,8
434,2
435,1
436,45
440,94
442,10
443,2
444,1078
445,352
446,199
447,937
448,93
450,115
452,62
453,1
454,79
455,2
456,839
458,23
459,14
460,6
463,9
464,1
467,621
468,10
470,5
472,4
474,5
475,3208
476,72
477,125
478,1145
480,1
481,120
482,623
483,426
486,2
487,458
488,577
489,276
490,1051
494,10
495,303
496,347
497,1
498,56
499,262
500,1
502,15
503,80
505,4
506,361
507,123
508,1637
510,257
512,2
513,73
514,123
515,10
518,50
519,50
520,3
521,146
522,3
524,57
525,1
526,2
527,78
528,2
529,66
530,1
532,47
533,39
534,353
535,21
537,14
539,14
540,33
541,291
542,580
543,131
545,460
546,108
547,61
548,167
549,411
550,5
551,1987
552,3
553,3
554,12
555,11
556,22
557,4
558,5
559,211
561,1
562,4
564,1933
565,54
566,3
567,3
569,187
571,25
574,65
576,1027
578,1
580,3
581,1
582,4
583,3
584,45
585,6
586,658
587,324
588,59
589,502
